game_index,game_id,section,before_indices,after_indices,completion_index,completion,lcs_start,lcs_length,lcs_percent,seed,key,grammatical
1,5f77754ba932fb2c4ba181d8-2,constraints,[ 0 27 28],[88 83],3,(and (preference throwToDrawerOrBin (exists (?b - (either golfball dodgeball) ?t - (either hexagonal_bin top_drawer)) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (and (not (in_motion ?b)) (or (in ?t ?b) (on ?t ?b)))) ) ) ) (preference throwToDrawerOrBin:golfball:hexagonal_bin (exists (?b - golfball ?t - hexagonal_bin) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (and (not (in_motion ?b)) (in ?t ?b))) ) ) ) (preference throwToDrawerOrBin:dodgeball:hexagonal_bin (exists (?b - dodgeball ?t - hexagonal_bin) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (and (not (in_motion ?b)) (in ?t ?b))) ) ) ) (preference throwToDrawerOrBin:golfball:top_drawer (exists (?b - golfball ?t - top_drawer) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (and (not (in_motion ?b)) (in ?t ?b))) ) ) ) (preference throwAttempt (exists (?b - (either golfball dodgeball)) (then (once (agent_holds ?b)) (hold (and (not (agent,345,132,0.1234798877455566,7,7.5f77754ba932fb2c4ba181d8-2.constraints.3,False
1,5f77754ba932fb2c4ba181d8-2,constraints,[ 0 27 28],[88 83],4,(and (forall (?b - (either golfball dodgeball)) (preference throwToDrawerOrBin (exists (?d - (either top_drawer hexagonal_bin) ?k - (either golfball dodgeball)) (then (once (agent_holds ?k)) (hold (and (not (agent_holds ?k)) (in_motion ?k))) (once (and (not (in_motion ?k)) (in ?d ?k))) ) ) ) ) (preference throwAttempt (exists (?b - (either golfball dodgeball)) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (not (in_motion ?b))) ) ) ) ),361,90,0.1878914405010438,7,7.5f77754ba932fb2c4ba181d8-2.constraints.4,True
1,5f77754ba932fb2c4ba181d8-2,constraints,[ 0 27 28],[88 83],5,(and (preference throwToDrawerOrBin (exists (?b - ball ?g - (either hexagonal_bin top_drawer)) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (and (not (in_motion ?b)) (or (in ?g ?b) (on ?g ?b) ))) ) ) ) (preference throwAttempt (exists (?b - ball) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (not (in_motion ?b))) ) ) ) )),93,116,0.2857142857142857,7,7.5f77754ba932fb2c4ba181d8-2.constraints.5,True
1,5f77754ba932fb2c4ba181d8-2,terminal,[29 34 12],[81 47],0,(>= (count-once-per-objects throwAttempt) 5),0,42,0.9545454545454546,7,7.5f77754ba932fb2c4ba181d8-2.terminal.0,True
1,5f77754ba932fb2c4ba181d8-2,terminal,[29 34 12],[81 47],1,(>= (count-once-per-objects throwToDrawerOrBin,0,33,0.717391304347826,7,7.5f77754ba932fb2c4ba181d8-2.terminal.1,False
1,5f77754ba932fb2c4ba181d8-2,terminal,[29 34 12],[81 47],2,(>= (count throwAttempt) 10) ),0,30,1.0,7,7.5f77754ba932fb2c4ba181d8-2.terminal.2,True
1,5f77754ba932fb2c4ba181d8-2,scoring,[42 45 54],[56 48],0,(+ (count throwToDrawerOrBin:top_drawer) (* 2 (count throwToDrawerOrBin:hexagonal_bin)) ( * 100 (>= (count-once-per-objects throwAttempt) 6)) ))),95,45,0.3103448275862069,7,7.5f77754ba932fb2c4ba181d8-2.scoring.0,True
1,5f77754ba932fb2c4ba181d8-2,scoring,[42 45 54],[56 48],1,(+ (* 3 (count-once-per-objects throwToDrawerOrBin:hexagonal_bin)) (* 2 (count-once-per-objects throwToDrawerOrBin:top_drawer)) (count-once-per-objects throwAttempt) ))),127,39,0.2307692307692307,7,7.5f77754ba932fb2c4ba181d8-2.scoring.1,True
1,5f77754ba932fb2c4ba181d8-2,scoring,[42 45 54],[56 48],2,(+ (count throwToDrawerOrBin:top_drawer) (* 2 (count throwToDrawerOrBin:hexagonal_bin)) ))),9,19,0.2087912087912088,7,7.5f77754ba932fb2c4ba181d8-2.scoring.2,True
2,614b603d4da88384282967a7-3,setup,[59 62 87],[58 89],0,(and (exists (?d - doggie_bed ?h - hexagonal_bin) (game-conserved (and (adjacent ?d ?h) (on bed ?d) ))) (forall (?p - pyramid_block) (game-optional (above desk ?p))) )),30,37,0.2202380952380952,7,7.614b603d4da88384282967a7-3.setup.0,True
2,614b603d4da88384282967a7-3,setup,[59 62 87],[58 89],1,(and (forall (?d - dodgeball) (game-optional (on desk ?d))) )),4,58,0.935483870967742,7,7.614b603d4da88384282967a7-3.setup.1,True
2,614b603d4da88384282967a7-3,setup,[59 62 87],[58 89],2,(and (exists (?b - bin ?g - golfball) (game-conserved (in ?b ?g))) (exists (?r - curved_wooden_ramp) (game-conserved (adjacent ?r bed))) (exists (?c - chair ?d - desk ?b - bin) (game-conserved (adjacent ?d ?c))) (game-optional (adjacent ?b desk)) (game-optional (adjacent ?c bed)) )),32,23,0.0812720848056537,7,7.614b603d4da88384282967a7-3.setup.2,True
2,614b603d4da88384282967a7-3,constraints,[ 0 27 28],[88 83],0,(and (preference throwToBin (exists (?d - dodgeball ?h - hexagonal_bin) (then (once (agent_holds ?d)) (hold (and (not (agent_holds ?d)) (in_motion ?d))) (once (and (not (in_motion ?d)) (in ?h ?d))) ) ) ) (preference throwAttempt (exists (?d - dodgeball) (then (once (agent_holds ?d)) (hold (and (not (agent_holds ?d)) (in_motion ?d))) (once (not (in_motion ?d))) ) ) ) )),99,272,0.7331536388140162,7,7.614b603d4da88384282967a7-3.constraints.0,True
2,614b603d4da88384282967a7-3,constraints,[ 0 27 28],[88 83],1,(and (preference throwBallToDesk (exists (?b - ball) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (and (not (in_motion ?b)) (on desk ?b))) ) ) ) )),51,116,0.6137566137566137,7,7.614b603d4da88384282967a7-3.constraints.1,True
2,614b603d4da88384282967a7-3,constraints,[ 0 27 28],[88 83],2,(and (forall (?t - (either block tower)) (preference throwObjectToTarget (exists (?b - ball ?h - (either hexagonal_bin h_shape_bin)) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b) (not (exists (?g - (either game_object floor wall)) (touch ?g ?b ))))) (once (and (not (in_motion ?b)) (in ?h ?b) (not (in ?t ?b)))) ) ) )) (preference throwBallToBinOffObject (exists (?b - dodgeball ?h - (either hexagonal_bin h_shape_bin) ?g - (either game_object floor wall)) (then (once (agent_holds ?b)) (hold-while (and (not (agent_holds ?b)) (in_motion ?b)) (touch ?g ?b) ) (once (and (not (in_motion ?b)) (in ?h ?b))) ) ) ) (preference throwMissesBin (exists (?b - dodgeball ?h - (either hexagonal_bin h_shape_bin)) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (and (not (in_motion ?b)) (not (in ?h ?b)))) ) ) ) )),131,194,0.2217142857142857,7,7.614b603d4da88384282967a7-3.constraints.2,True
2,614b603d4da88384282967a7-3,constraints,[ 0 27 28],[88 83],3,(and (preference throwToBin (exists (?d - dodgeball ?h - hexagonal_bin) (then (once (agent_holds ?d)) (hold (and (not (agent_holds ?d)) (in_motion ?d))) (once (and (not (in_motion ?d)) (in ?h ?d))) ) ) ) (preference throwAttempt (exists (?d - dodgeball) (then (once (agent_holds ?d)) (hold (and (not (agent_holds ?d)) (in_motion ?d))) (once (not (in_motion ?d))) ) ) ) )),99,272,0.7331536388140162,7,7.614b603d4da88384282967a7-3.constraints.3,True
2,614b603d4da88384282967a7-3,constraints,[ 0 27 28],[88 83],4,(and (preference throwToBin (exists (?b - (either ball book) ?h - hexagonal_bin) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (and (not (in_motion ?b)) (in ?h ?b))) ) ) ) (preference throwAttempt (exists (?b - (either ball book)) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (not (in_motion ?b))) ) ) ) )),60,135,0.3470437017994858,7,7.614b603d4da88384282967a7-3.constraints.4,True
2,614b603d4da88384282967a7-3,constraints,[ 0 27 28],[88 83],5,(and (preference blockInTowerAtEnd (exists (?t - toy_box ?b - block) (then (once (and (agent_holds ?b) (adjacent agent desk))) (hold-while (and (not (agent_holds ?b)) (in_motion ?b)) (touch ?b ?t) ) (once (and (not (in_motion ?b)) (on ?t ?b))) ) ) ) )),124,70,0.2777777777777778,7,7.614b603d4da88384282967a7-3.constraints.5,True
2,614b603d4da88384282967a7-3,terminal,[28 33 11],[81 45],0,(and (>= (total-time) 60) (all (?l - block) (not (in_motion ?l))),42,19,0.2923076923076923,7,7.614b603d4da88384282967a7-3.terminal.0,False
2,614b603d4da88384282967a7-3,terminal,[28 33 11],[81 45],1,(>= (external-forall-maximize (count blockInTowerAtEnd)) 3),3,33,0.559322033898305,7,7.614b603d4da88384282967a7-3.terminal.1,True
2,614b603d4da88384282967a7-3,terminal,[28 33 11],[81 45],2,(>= (total-time) 50) ),0,17,0.7727272727272727,7,7.614b603d4da88384282967a7-3.terminal.2,True
2,614b603d4da88384282967a7-3,scoring,[42 45 54],[56 48],0,(external-forall-maximize (count-overlapping blockInTowerAtEnd) ))),0,50,0.746268656716418,7,7.614b603d4da88384282967a7-3.scoring.0,True
2,614b603d4da88384282967a7-3,scoring,[42 45 54],[56 48],1,(+ (external-forall-maximize (count blockInTowerAtEnd:building)) ))),2,39,0.5735294117647058,7,7.614b603d4da88384282967a7-3.scoring.1,True
2,614b603d4da88384282967a7-3,scoring,[42 45 54],[56 48],2,(external-forall-maximize (count blockInTowerAtEnd)) )),0,38,0.6909090909090909,7,7.614b603d4da88384282967a7-3.scoring.2,True
3,5bc79f652885710001a0e82a-5,setup,[59 62 87],[58 89],0,(and (forall (?b - ball) (game-conserved (not (exists (?h - hexagonal_bin) (in ?h ?b))))) (exists (?h - hexagonal_bin) (game-conserved (< (distance ?h room_center) 1))) ),89,80,0.4705882352941176,7,7.5bc79f652885710001a0e82a-5.setup.0,True
3,5bc79f652885710001a0e82a-5,setup,[59 62 87],[58 89],1,(and (game-conserved (on rug blue_cube_block)) (game-conserved (on desk yellow_cube_block)) (game-conserved (on desk green_cube_block)) (game-conserved (on rug red_cube_block)) (game-optional (on rug other_cube_block)) )),168,25,0.1131221719457013,7,7.5bc79f652885710001a0e82a-5.setup.1,True
3,5bc79f652885710001a0e82a-5,setup,[59 62 87],[58 89],2,(and (forall (?c - cube_block) (game-optional (on rug ?c))) (game-optional (not (exists (?o - game_object) (above ?o desk)))) (forall (?d - dodgeball) (game-conserved (not (exists (?s - shelf) (on ?s ?d))))) )),0,210,1.0,7,7.5bc79f652885710001a0e82a-5.setup.2,True
3,5bc79f652885710001a0e82a-5,constraints,[ 0 27 28],[88 83],0,(and (preference throwBallToBin (exists (?b - ball ?h - hexagonal_bin) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (and (not (in_motion ?b)) (in ?h ?b))) ) ) ) )),46,139,0.6780487804878049,7,7.5bc79f652885710001a0e82a-5.constraints.0,True
3,5bc79f652885710001a0e82a-5,constraints,[ 0 27 28],[88 83],1,(and (preference throwBallToBin (exists (?d - dodgeball ?h - hexagonal_bin) (then (once (agent_holds ?d)) (hold (and (not (agent_holds ?d)) (in_motion ?d))) (once (and (not (in_motion ?d)) (in ?h ?d))) ) ) ) )),103,105,0.5,7,7.5bc79f652885710001a0e82a-5.constraints.1,True
3,5bc79f652885710001a0e82a-5,constraints,[ 0 27 28],[88 83],2,(and (forall (?d - dodgeball) (preference throwObjectToBin (exists (?h - hexagonal_bin) (then (once (agent_holds ?d)) (hold (and (not (agent_holds ?d)) (in_motion ?d) (not (exists (?g - (either game_object floor wall)) (touch ?g ?d ))))) (once (and (not (in_motion ?d)) (in ?h ?d))) ) ) ) ) (preference throwBallToBinOffObject (exists (?d - dodgeball ?h - hexagonal_bin ?g - (either game_object floor wall)) (then (once (agent_holds ?d)) (hold-while (and (not (agent_holds ?d)) (in_motion ?d)) (touch ?g ?d) ) (once (and (not (in_motion ?d)) (in ?h ?d))) ) ) ) (preference throwMissesBin (exists (?d - dodgeball ?h - hexagonal_bin) (then (once (agent_holds ?d)) (hold (and (not (agent_holds ?d)) (in_motion ?d))) (once (and (not (in_motion ?d)) (not (in ?h ?d)))) ) ) ) )),279,319,0.4132124352331606,7,7.5bc79f652885710001a0e82a-5.constraints.2,True
3,5bc79f652885710001a0e82a-5,constraints,[ 0 27 28],[88 83],3,(and (preference throwBallToBin (exists (?d - dodgeball ?h - hexagonal_bin) (then (once (agent_holds ?d)) (hold (and (not (agent_holds ?d)) (in_motion ?d))) (once (and (not (in_motion ?d)) (in ?h ?d))) ) ) ) (preference throwAttempt (exists (?d - dodgeball) (then (once (agent_holds ?d)) (hold (and (not (agent_holds ?d)) (in_motion ?d))) (once (not (in_motion ?d))) ) ) ) )),103,272,0.7253333333333334,7,7.5bc79f652885710001a0e82a-5.constraints.3,True
3,5bc79f652885710001a0e82a-5,constraints,[ 0 27 28],[88 83],4,(and (preference throwBallToBin (exists (?d - dodgeball ?h - hexagonal_bin) (then (once (agent_holds ?d)) (hold (and (not (agent_holds ?d)) (in_motion ?d))) (once (and (not (in_motion ?d)) (in ?h ?d))) ) ) ) (preference throwAttempt (exists (?d - dodgeball) (then (once (agent_holds ?d)) (hold (and (not (agent_holds ?d)) (in_motion ?d))) (once (not (in_motion ?d))) ) ) ) )),103,272,0.7253333333333334,7,7.5bc79f652885710001a0e82a-5.constraints.4,True
3,5bc79f652885710001a0e82a-5,constraints,[ 0 27 28],[88 83],5,(and (preference throwBallToBin (exists (?b - ball ?h - hexagonal_bin) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (and (not (in_motion ?b)) (in ?h ?b))) ) ) ) )),46,139,0.6780487804878049,7,7.5bc79f652885710001a0e82a-5.constraints.5,True
3,5bc79f652885710001a0e82a-5,terminal,[28 33 11],[81 45],0,(>= (count throwBallToBin) 2) ),0,16,0.5161290322580645,7,7.5bc79f652885710001a0e82a-5.terminal.0,True
3,5bc79f652885710001a0e82a-5,terminal,[28 33 11],[81 45],1,(>= (count throwBallToBin) 5,0,16,0.5714285714285714,7,7.5bc79f652885710001a0e82a-5.terminal.1,True
3,5bc79f652885710001a0e82a-5,terminal,[28 33 11],[81 45],2,(>= (count throwBallToBin) 4),0,16,0.5517241379310345,7,7.5bc79f652885710001a0e82a-5.terminal.2,True
3,5bc79f652885710001a0e82a-5,scoring,[42 45 54],[56 48],0,(count throwBallToBin) )),6,15,0.6,7,7.5bc79f652885710001a0e82a-5.scoring.0,True
3,5bc79f652885710001a0e82a-5,scoring,[42 45 54],[56 48],1,(count throwBallToBin),6,15,0.6818181818181818,7,7.5bc79f652885710001a0e82a-5.scoring.1,True
3,5bc79f652885710001a0e82a-5,scoring,[42 45 54],[56 48],2,(count throwBallToBin),6,15,0.6818181818181818,7,7.5bc79f652885710001a0e82a-5.scoring.2,True
4,614dec67f6eb129c3a77defd-6,setup,[59 63 89],[58 95],0,(and (exists (?h - hexagonal_bin) (game-conserved (or (on bed ?h) (on desk ?h)))) ),0,32,0.3855421686746988,7,7.614dec67f6eb129c3a77defd-6.setup.0,True
4,614dec67f6eb129c3a77defd-6,setup,[59 63 89],[58 95],1,(and (exists (?h - hexagonal_bin) (game-conserved (or (on desk ?h) (on bed ?h))),0,32,0.4,7,7.614dec67f6eb129c3a77defd-6.setup.1,True
4,614dec67f6eb129c3a77defd-6,setup,[59 63 89],[58 95],2,(and (forall (?b - ball) (game-conserved (adjacent agent desk))) (exists (?b - ball) (game-conserved (agent_holds ?b))) )),4,27,0.221311475409836,7,7.614dec67f6eb129c3a77defd-6.setup.2,True
4,614dec67f6eb129c3a77defd-6,constraints,[ 0 27 28],[88 83],0,(and (preference throwToBin (exists (?p - pillow ?h - hexagonal_bin) (then (once (agent_holds ?p)) (hold-while (and (not (agent_holds ?p)) (in_motion ?p)) (touch agent ?p) ) (once (and (not (in_motion ?p)) (in ?h ?p))) ) ) ) (preference throwAttempt (exists (?p - pillow) (then (once (agent_holds ?p)) (hold-while (and (not (agent_holds ?p)) (in_motion ?p)) (touch agent ?p) ) (once (not (in_motion ?p))) ) ) ) )),48,47,0.1138014527845036,7,7.614dec67f6eb129c3a77defd-6.constraints.0,True
4,614dec67f6eb129c3a77defd-6,constraints,[ 0 27 28],[88 83],1,(and (preference throwToBin (exists (?b - ball ?h - hexagonal_bin) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (and (not (in_motion ?b)) (in ?h ?b))) ) )) (preference throwAttempt (exists (?b - ball) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (not (in_motion ?b))) ) )) )),42,139,0.3871866295264624,7,7.614dec67f6eb129c3a77defd-6.constraints.1,True
4,614dec67f6eb129c3a77defd-6,constraints,[ 0 27 28],[88 83],2,(and (preference throwToBin (exists (?b - ball ?h - hexagonal_bin) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b) (not (exists (?g - (either game_object floor wall)) (touch ?g ?b ))))) (once (and (not (in_motion ?b)) (in ?h ?b))) ) ) ) (preference throwBallToBinOffObject (exists (?d - dodgeball ?h - hexagonal_bin ?g - (either game_object floor wall)) (then (once (agent_holds ?d)) (hold-while (and (not (agent_holds ?d)) (in_motion ?d)) (touch ?g ?d) ) (once (and (not (in_motion ?d)) (in ?h ?d))) ) ) ) (preference throwMissesBin (exists (?b - dodgeball ?h - hexagonal_bin) (then (once (agent_holds ?b)) (hold (and (not (agent_holds ?b)) (in_motion ?b))) (once (and (not (in_motion ?b)) (not (in ?h ?b)))) ) ) ) )),260,489,0.6528704939919893,7,7.614dec67f6eb129c3a77defd-6.constraints.2,True
